NM_182502	3372
NM_003280	4894
NM_152381	23309
NM_022438	1596
NM_001100112	9262
NM_017534	9244
NM_002371	1750
NM_001231	833
NM_001010909	1720
NM_022440	1351
NM_022439	1505
NM_016190	12480
NM_002465	15623
NM_206819	15594
NM_206821	15391
NM_206820	15408
NM_001079810	4911
NM_014332	2347
NM_005181	552
NM_198060	12531
NM_006175	12438
NM_000257	4001
NM_032578	3256
NM_203378	11279
NM_203377	11227
NM_005368	11738
NM_001100	13643
NM_003063	1384
NM_001122853	559
NM_133371	531
NM_207163	2138
NM_032546	958
NM_187841	957
NM_133432	1285719
NM_133437	1285686
NM_003319	1285565
NM_015848	285
NM_145244	1005
NM_014391	4508
NM_002272	47411
NM_133378	1675945
NM_198274	1419
NM_003476	4733
NM_153235	1848
NM_181839	1400
NM_006823	1401
NM_014424	2871
NM_002612	8449
NM_007078	2742
NM_001976	4841
NM_053013	4832
NM_006890	308
NM_005609	2171
NM_001099736	1666
NM_001825	1665
NM_133379	235154
NM_001099735	1665
NM_014440	802
NM_006063	16007
NM_002274	211895
NM_153490	211919
NM_002469	1004
NM_001080426	1600
NM_001122965	675
NM_001111285	1010
NM_006073	4646
NM_144617	3597
NM_004533	8045
NM_173167	1751
NM_001033576	1751
NM_001080115	834
NM_199459	975
NM_153020	1254
NM_001080114	2839
NM_198271	1138
NM_013353	629
NM_057088	885
NM_001103	6789
NM_001040709	734
NM_177531	192
NM_001712	278
NM_001024912	277
NM_016300	738
NM_001159	2019
NM_007191	76
NM_001460	1175
NM_001858	765
NM_173629	237
NM_015429	2763
NM_004543	126265
NM_004734	2033
NM_002016	713
NM_003275	1733
NM_080874	4276
NM_001039585	1736
NM_004997	7098
NM_000959	1735
NM_194293	2844
NM_000069	1813
NM_001080116	975
NM_152393	538
NM_004320	2285
NM_173201	2265
NM_138430	163
NM_001927	83497
NM_002036	1053
NM_006025	456
NM_001232	3772
NM_000347	12290
NM_001024858	15499
NM_172113	126
NM_152451	489
NM_172111	124
NM_002084	4981
NM_172112	124
NM_005244	125
NM_001018100	490
NM_007351	483
NM_001122951	938
NM_003970	1168
NM_003282	1548
NM_152380	1204
NM_001114974	1107
NM_182493	287
NM_000334	1614
NM_024025	454
NM_172110	124
NM_198501	1048
NM_153610	29197
NM_032735	1572
NM_079422	3854
NM_024875	2533
NM_007356	291
NM_001114133	2963
NM_000615	1273
NM_181351	1273
NM_020297	2927
NM_001128933	30427
NM_002725	597
NM_007168	1760
NM_079420	3505
NM_019060	1499
NM_001114086	1361
NM_001128934	15941
NM_145791	200
NM_133477	15718
NM_201348	570
NM_138805	278
NM_003673	5782
NM_145764	192
NM_145792	192
NM_001111283	4703
NM_000618	4691
NM_145064	3148
NM_020844	521
NM_001018116	2015
NM_001127699	4985
NM_017933	303
NM_024557	163
NM_015225	18565
NM_001080400	1146
NM_001098814	2097
NM_000697	643
NM_001449	17928
NM_033439	872
NM_003281	12158
NM_000427	88
NM_019105	5707
NM_001647	503
NM_001127698	6474
NM_006846	6380
NM_016929	1406
NM_001042	344
NM_001099677	491
NM_000727	338
NM_001008539	2368
NM_001100818	268
NM_001111284	4374
NM_152336	622
NM_006757	9075
NM_001042782	9068
NM_001042781	9068
NM_005691	2320
NM_003046	2377
NM_000702	3323
NM_001042780	8957
NM_020298	2282
NM_178233	97
NM_001005746	100
NM_003005	676
NM_000900	611
NM_001958	2032
NM_000726	99
NM_005963	4336
NM_001135196	1634
NM_001830	463
NM_024574	140
NM_144777	2361
NM_080282	747
NM_031469	1071
NM_003843	2326
NM_020379	333
NM_138569	322
NM_003012	3116
NM_003248	9704
NM_014031	73
NM_025170	634
NM_014476	10018
NM_173352	3224
NM_001039523	1415
NM_000079	1396
NM_003613	1018
NM_014289	263
NM_033427	389
NM_001458	36866
NM_001127487	36836
NM_014951	421
NM_001148	2457
NM_000150	223
NM_007365	5429
NM_013999	518
NM_015687	1242
NM_001127493	2080
NM_001003793	459
NM_000901	265
NM_005060	367
NM_006790	2205
NM_020977	2086
NM_002825	70
NM_153236	289
NM_199168	3967
NM_152439	1094
NM_001040002	521
NM_133265	2275
NM_012464	224
NM_001017372	79
NM_001001523	364
NM_001003792	440
NM_001113490	2386
NM_173833	1151
NM_002479	2715
NM_004527	528
NM_000949	129
NM_024721	690
NM_001040701	200
NM_006639	54
NM_001122659	808
NM_032866	909
NM_001042723	20564
NM_000540	20564
NM_130759	294
NM_005276	258
NM_001130861	998
NM_001364	106
NM_001097589	30857
NM_001135109	135
NM_001005747	95
NM_002343	488
NM_005416	31185
NM_001113561	152
NM_003277	983
NM_002152	806
NM_015204	460
NM_014483	339
NM_001129907	247
NM_001135940	1652
NM_198215	339
NM_004006	5731
NM_006210	1223
NM_015278	3316
NM_001114107	8322
NM_015086	1999
NM_003568	70
NM_000336	275
NM_001025231	442
NM_000450	2049
NM_020478	493
NM_080284	1633
NM_019856	2232
NM_003803	2238
NM_004010	5657
NM_004009	5666
NM_000109	5618
NM_144573	2639
NM_205853	994
NM_031426	1173
NM_173054	535
NM_005045	535
NM_001034957	2356
NM_001030060	335
NM_006252	2677
NM_201631	188
NM_024991	2424
NM_007177	319
NM_001076778	319
NM_006434	2323
NM_001076682	1677
NM_006895	342
NM_139212	1711
NM_000898	172
NM_032495	1763
NM_016321	7605
NM_139211	1703
NM_012298	690
NM_004731	752
NM_020480	467
NM_004274	7795
NM_001034954	3096
NM_004245	181
NM_001058	68
NM_004657	447
NM_001034956	2499
NM_031948	578
NM_139345	5009
NM_139344	5061
NM_178822	724
NM_032608	4907
NM_139349	4985
NM_139351	4606
NM_001037339	3786
NM_000095	570
NM_001710	1458
NM_001034955	2735
NM_080737	242
NM_004305	4917
NM_139350	4912
NM_002600	3574
NM_001037341	3571
NM_001037340	3560
NM_000755	605
NM_001129896	247
NM_153703	1644
NM_203371	576
NM_001114106	105
NM_001937	1129
NM_001080437	2753
NM_001003818	28
NM_015385	2549
NM_004100	235
NM_172103	232
NM_002126	377
NM_024870	1008
NM_020811	546
NM_139346	5076
NM_139347	5144
NM_005161	2798
