NM_182502	3
NM_003280	0
NM_152381	15
NM_022438	2
NM_001100112	7
NM_017534	7
NM_002371	3
NM_001231	0
NM_001010909	7
NM_022440	1
NM_022439	2
NM_016190	49
NM_002465	10
NM_206819	10
NM_206821	10
NM_206820	10
NM_001079810	3
NM_014332	0
NM_005181	1
NM_198060	4
NM_006175	4
NM_000257	8
NM_032578	1
NM_203378	6
NM_203377	6
NM_005368	6
NM_001100	8
NM_003063	1
NM_001122853	0
NM_133371	0
NM_207163	1
NM_032546	0
NM_187841	0
NM_133432	913
NM_133437	913
NM_003319	913
NM_015848	26
NM_145244	1
NM_014391	4
NM_002272	353
NM_133378	1204
NM_198274	0
NM_003476	2
NM_153235	0
NM_181839	0
NM_006823	0
NM_014424	2
NM_002612	9
NM_007078	3
NM_001976	4
NM_053013	4
NM_006890	0
NM_005609	22
NM_001099736	1
NM_001825	1
NM_133379	249
NM_001099735	1
NM_014440	10
NM_006063	24
NM_002274	2291
NM_153490	2291
NM_002469	0
NM_001080426	1
NM_001122965	1
NM_001111285	11
NM_006073	7
NM_144617	11
NM_004533	11
NM_173167	0
NM_001033576	0
NM_001080115	1
NM_199459	1
NM_153020	1
NM_001080114	11
NM_198271	2
NM_013353	0
NM_057088	7
NM_001103	10
NM_001040709	0
NM_177531	0
NM_001712	2
NM_001024912	2
NM_016300	0
NM_001159	1
NM_007191	41
NM_001460	4
NM_001858	5
NM_173629	1
NM_015429	2
NM_004543	284
NM_004734	0
NM_002016	91
NM_003275	1
NM_080874	0
NM_001039585	7
NM_004997	34
NM_000959	7
NM_194293	6
NM_000069	3
NM_001080116	9
NM_152393	0
NM_004320	25
NM_173201	25
NM_138430	0
NM_001927	91
NM_002036	5
NM_006025	5
NM_001232	5
NM_000347	31
NM_001024858	31
NM_172113	0
NM_152451	8
NM_172111	0
NM_002084	19
NM_172112	0
NM_005244	0
NM_001018100	8
NM_007351	9
NM_001122951	5
NM_003970	0
NM_003282	1
NM_152380	0
NM_001114974	13
NM_182493	12
NM_000334	1
NM_024025	0
NM_172110	0
NM_198501	13
NM_153610	77
NM_032735	4
NM_079422	15
NM_024875	1
NM_007356	5
NM_001114133	1
NM_000615	1
NM_181351	1
NM_020297	51
NM_001128933	57
NM_002725	2
NM_007168	25
NM_079420	15
NM_019060	170
NM_001114086	7
NM_001128934	34
NM_145791	1
NM_133477	35
NM_201348	2
NM_138805	22
NM_003673	47
NM_145764	1
NM_145792	1
NM_001111283	25
NM_000618	25
NM_145064	8
NM_020844	1
NM_001018116	3
NM_001127699	827
NM_017933	20
NM_024557	0
NM_015225	19
NM_001080400	7
NM_001098814	11
NM_000697	318
NM_001449	61
NM_033439	7
NM_003281	36
NM_000427	1693
NM_019105	24
NM_001647	0
NM_001127698	923
NM_006846	923
NM_016929	7
NM_001042	1
NM_001099677	1
NM_000727	0
NM_001008539	8
NM_001100818	20
NM_001111284	25
NM_152336	1
NM_006757	60
NM_001042782	60
NM_001042781	60
NM_005691	17
NM_003046	8
NM_000702	18
NM_001042780	60
NM_020298	17
NM_178233	1
NM_001005746	1
NM_003005	1
NM_000900	0
NM_001958	23
NM_000726	1
NM_005963	4
NM_001135196	8
NM_001830	0
NM_024574	1
NM_144777	263
NM_080282	1
NM_031469	41
NM_003843	263
NM_020379	1
NM_138569	1
NM_003012	8
NM_003248	22
NM_014031	1
NM_025170	2
NM_014476	39
NM_173352	166
NM_001039523	1
NM_000079	1
NM_003613	0
NM_014289	0
NM_033427	5
NM_001458	117
NM_001127487	117
NM_014951	1
NM_001148	12
NM_000150	6
NM_007365	23
NM_013999	62
NM_015687	10
NM_001127493	10
NM_001003793	3
NM_000901	1
NM_005060	3
NM_006790	17
NM_020977	10
NM_002825	5
NM_153236	3
NM_199168	23
NM_152439	4
NM_001040002	62
NM_133265	2
NM_012464	2
NM_001017372	1
NM_001001523	3
NM_001003792	3
NM_001113490	1
NM_173833	5
NM_002479	4
NM_004527	62
NM_000949	5
NM_024721	1
NM_001040701	6
NM_006639	0
NM_001122659	2
NM_032866	21
NM_001042723	129
NM_000540	129
NM_130759	2
NM_005276	5
NM_001130861	5
NM_001364	1
NM_001097589	1131
NM_001135109	0
NM_001005747	1
