FBgn0000003	0
FBgn0000008	548
FBgn0000014	102
FBgn0000015	73
FBgn0000017	2572
FBgn0000018	345
FBgn0000022	0
FBgn0000024	35
FBgn0000028	38
FBgn0000032	807
FBgn0000036	2
FBgn0000037	49
FBgn0000038	0
FBgn0000039	0
FBgn0000042	52195
FBgn0000043	25393
FBgn0000044	231
FBgn0000045	29
FBgn0000046	626
FBgn0000047	26
FBgn0000052	3364
FBgn0000053	2191
FBgn0000054	751
FBgn0000055	2
FBgn0000056	0
FBgn0000057	543
FBgn0000061	0
FBgn0000063	255
FBgn0000064	7437
FBgn0000071	190
FBgn0000075	19
FBgn0000077	227
FBgn0000078	16
FBgn0000079	40
FBgn0000083	5350
FBgn0000084	1438
FBgn0000092	30
FBgn0000094	17
FBgn0000097	1450
FBgn0000099	0
FBgn0000100	35013
FBgn0000108	31
FBgn0000109	135
FBgn0000114	61
FBgn0000115	514
FBgn0000116	2241
FBgn0000117	10418
FBgn0000119	412
FBgn0000120	0
FBgn0000121	7
FBgn0000137	0
FBgn0000139	842
FBgn0000140	486
FBgn0000146	1459
FBgn0000147	285
FBgn0000150	11705
FBgn0000152	301
FBgn0000153	3
FBgn0000157	0
FBgn0000158	8
FBgn0000163	902
FBgn0000166	42
FBgn0000173	725
FBgn0000179	0
FBgn0000180	16
FBgn0000181	11259
FBgn0000182	1
FBgn0000183	1157
FBgn0000206	0
FBgn0000210	2207
FBgn0000212	5655
FBgn0000216	0
FBgn0000221	201
FBgn0000227	0
FBgn0000228	2066
FBgn0000229	976
FBgn0000233	2
FBgn0000239	1294
FBgn0000241	41
FBgn0000244	1238
FBgn0000246	252
FBgn0000247	1881
FBgn0000250	1747
FBgn0000251	16
FBgn0000253	2731
FBgn0000256	4506
FBgn0000257	835
FBgn0000259	1371
FBgn0000261	1828
FBgn0000273	946
FBgn0000274	0
FBgn0000276	44
FBgn0000277	21
FBgn0000278	33
FBgn0000279	20
FBgn0000280	0
FBgn0000281	1
FBgn0000283	1927
FBgn0000286	570
FBgn0000287	0
FBgn0000289	5545
FBgn0000299	60574
FBgn0000303	14
FBgn0000307	988
FBgn0000308	7410
FBgn0000316	288
FBgn0000317	1158
FBgn0000318	1006
FBgn0000319	12738
